city,luas_bangunan_m2,luas_tanah_m2,jumlah_kamar_tidur,jumlah_kamar_mandi,carport,tahun_dibangun,sertifikat,kondisi,latitude,longitude,harga,title,lokasi,url,source,scraped_at
Bogor,40.0,60.0,2,1,2.0,,,Siap Huni,,,345000000.0,Rumah Cluster Murah The River Siap Huni Dekat Stasiun Parung Panjang,Parung Panjang,https://www.rumah123.com/properti/bogor-parung-panjang/rumah-cluster-murah-the-river-siap-huni-dekat-stasiun-parung-panjang-hos39335254/?priceCurrency=IDR,rumah123_playwright,2026-04-19T11:39:13.337512
Bogor,50.0,72.0,2,1,2.0,,,Siap Huni,,,365000000.0,Rumah Cluster Perumahan Sentraland Paradise Siap Huni Dekat Stasiun KRL Parung Panjang Bogor,Parung Panjang,https://www.rumah123.com/properti/bogor-parung-panjang/rumah-cluster-perumahan-sentraland-paradise-siap-huni-dekat-stasiun-krl-parung-panjang-bogor-hos39902091/?priceCurrency=IDR,rumah123_playwright,2026-04-19T11:39:22.612870
Bogor,23.0,60.0,1,1,2.0,,,Siap Huni,,,280000000.0,Rumah Cluster Murah Perumahan The River Siap Huni Dekat Stasiun KRL Parung Panjang dan Tol Legok,Parung Panjang,https://www.rumah123.com/properti/bogor-parung-panjang/rumah-cluster-murah-perumahan-the-river-siap-huni-dekat-stasiun-krl-parung-panjang-dan-tol-legok-hos19463742/?priceCurrency=IDR,rumah123_playwright,2026-04-19T11:39:31.588690
Bogor,39.0,72.0,2,1,,,,Siap Huni,,,355000000.0,Rumah Cluster Murah Perumahan The River Siap Huni Dekat Stasiun KRL Parung Panjang dan Tol Legok,Parung Panjang,https://www.rumah123.com/properti/bogor-parung-panjang/rumah-cluster-murah-perumahan-the-river-siap-huni-dekat-stasiun-krl-parung-panjang-dan-tol-legok-hos14611260/?priceCurrency=IDR,rumah123_playwright,2026-04-19T11:39:41.016200
Bogor,440.0,849.0,3,2,4.0,,SHM,,,,10000000000.0,Rumah Modern Classic Furnished di Sentul City,Sentul City,https://www.rumah123.com/properti/bogor-sentul-city/rumah-modern-classic-furnished-di-sentul-city-hos41347209/?priceCurrency=IDR,rumah123_playwright,2026-04-19T11:39:49.817547
Bogor,225.0,283.0,4,4,1.0,,SHM,,,,2800000000.0,Dijual Rumah Semi Furnished View Gunung Salak Rancamaya - Bogor Selatan Kota Bogor,Rancamaya,https://www.rumah123.com/properti/bogor-rancamaya/dijual-rumah-semi-furnished-view-gunung-salak-rancamaya-bogor-selatan-kota-bogor-hos41301005/?priceCurrency=IDR,rumah123_playwright,2026-04-19T11:39:58.848059
Bogor,89.0,132.0,2,2,2.0,,SHM,Siap Huni,,,2400000000.0,Termurah Rumah Shm Di Summarecon Bogor Bekasi,Summarecon Bogor,https://www.rumah123.com/properti/bogor-summarecon-bogor/termurah-rumah-shm-di-summarecon-bogor-bekasi-hos19355347/?priceCurrency=IDR,rumah123_playwright,2026-04-19T11:40:09.971733
Bogor,145.0,112.0,4,4,3.0,,,Baru,,,850000000.0,"Jual Rumah Bukit Dago Gunung Sindur, Baru Renovasi",Gunung Sindur,https://www.rumah123.com/properti/bogor-gunung-sindur/jual-rumah-bukit-dago-gunung-sindur-baru-renovasi-hos41312237/?priceCurrency=IDR,rumah123_playwright,2026-04-19T11:40:18.755908
Bogor,108.0,90.0,5,4,2.0,,,Baru,,,1700000000.0,Rumah Baru Renovasi Total Dijual Murah di Kota Wisata Cibubur,Kota Wisata,https://www.rumah123.com/properti/bogor-kota-wisata/rumah-baru-renovasi-total-dijual-murah-di-kota-wisata-cibubur-hos41146069/?priceCurrency=IDR,rumah123_playwright,2026-04-19T11:40:41.849231
Bogor,300.0,225.0,5,4,3.0,,SHM,,,,5600000000.0,"Rumah, SHM, di Bukit Sentul,",Bukit Sentul,https://www.rumah123.com/properti/bogor-bukit-sentul/rumah-shm-di-bukit-sentul-hos41230702/?priceCurrency=IDR,rumah123_playwright,2026-04-19T11:40:50.997209
